ITEM번호	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	상점 판매가	상점에서 살 때	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	ADDON_TYPE3	ADDON_VALUE3	ADDON_TYPE4	ADDON_VALUE4	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	MASK_ITEM_TYPE	MASK_ITEM_SUBTYPE
71572	ȦÀú½ŀ̿뱇	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	300	APPLY_ATTBONUS_METIN	300	APPLY_ATT_GRADE_BONUS	400	APPLY_NONE	0	APPLY_NONE	0	30293	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71573	ȦÀú½ŀ̿뱇	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1250	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	150	APPLY_ATTBONUS_METIN	150	APPLY_ATT_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	30294	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71574	ȦÀú½ŀ̿뱇	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	300	APPLY_ATTBONUS_METIN	300	APPLY_ATT_GRADE_BONUS	400	APPLY_NONE	0	APPLY_NONE	0	30295	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
61118	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61119	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61120	item_name_40118	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_ASSASSIN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	3	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61121	item_name_40116	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	1	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61122	item_name_40138	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	REAL_TIME	604800	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	2	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61123	item_name_40119	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	4	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61124	item_name_40120	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	5	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61126	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61127	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61128	item_name_40118	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_ASSASSIN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	3	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61129	item_name_40116	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	1	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61130	item_name_40138	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	REAL_TIME	604800	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	2	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61131	item_name_40119	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	4	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61132	item_name_40120	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	250	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	300	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	5	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61134	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61135	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61136	item_name_40118	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_ASSASSIN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	3	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61137	item_name_40116	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	1	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61138	item_name_40138	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	REAL_TIME	604800	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	2	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61139	item_name_40119	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	4	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61140	item_name_40120	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	5	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61141	item_name_40127	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	350	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	8	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61142	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61143	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61144	item_name_40118	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_ASSASSIN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	3	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61145	item_name_40116	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	1	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61146	item_name_40138	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	2	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61147	item_name_40119	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	4	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61148	item_name_40120	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	5	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61149	item_name_40127	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATT_BOSS	50	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	8	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61150	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61151	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61152	item_name_40118	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_ASSASSIN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	3	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61153	item_name_40116	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	1	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61154	item_name_40138	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	2	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61155	item_name_40119	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	4	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61156	item_name_40120	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	5	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61157	item_name_40127	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	75	APPLY_ATTBONUS_METIN	75	APPLY_ATT_GRADE_BONUS	150	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	0	0	0	8	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61158	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	175	APPLY_ATTBONUS_METIN	175	APPLY_ATT_GRADE_BONUS	325	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61159	item_name_40115	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_STACK | ANTI_MUDANG | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	175	APPLY_ATTBONUS_METIN	175	APPLY_ATT_GRADE_BONUS	325	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61160	item_name_40118	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_ASSASSIN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	175	APPLY_ATTBONUS_METIN	175	APPLY_ATT_GRADE_BONUS	325	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	3	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
61161	item_name_40116	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_STACK | ANTI_MUDANG | ANTI_SURA | ANTI_WOLFMAN | ANTI_MUSA	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	175	APPLY_ATTBONUS_METIN	175	APPLY_ATT_GRADE_BONUS	325	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	0	0	0	1	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_WEAPON
